playDispNm,teamAbbr,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playTRB
Denzel Valentine,CHI,26,77,10,7,1,0,0,2,10,3,7
Michael Beasley,NY,24,82,18,0,2,0,3,3,11,6,7
Tyreke Evans,MEM,34,78,23,10,2,1,0,2,21,9,6
Dillon Brooks,MEM,32,79,17,1,3,2,0,3,11,6,5
JaMychal Green,MEM,27,80,18,3,0,1,0,3,15,6,13
Mario Chalmers,MEM,22,73,4,3,1,3,0,1,3,0,3
Josh Richardson,MIA,35,78,14,3,0,2,0,5,16,6,6
Wayne Ellington,MIA,28,76,11,4,1,0,0,4,7,3,5
Giannis Antetokounmpo,MIL,38,82,22,6,1,2,2,3,15,6,10
Tony Snell,MIL,24,79,12,2,0,0,1,2,5,4,2
Matthew Dellavedova,MIL,18,76,8,4,2,0,0,2,3,2,1
Josh Hart,LAL,26,77,9,2,0,2,0,1,8,3,3
Russell Westbrook,OKC,28,75,19,7,3,2,0,1,22,8,6
Patrick Patterson,OKC,20,81,3,2,0,1,1,0,4,1,3
Donovan Mitchell,UTA,34,75,34,3,3,3,0,3,19,14,1
Derrick Favors,UTA,31,82,14,1,0,0,1,2,9,5,11
Joe Ingles,UTA,30,80,14,4,1,1,0,4,8,5,1
Ricky Rubio,UTA,29,76,9,7,4,4,0,3,8,2,1
Royce O'Neale,UTA,18,78,4,2,0,1,0,1,5,2,4
De'Aaron Fox,SAC,36,75,6,4,3,1,1,6,6,1,1
Kosta Koufos,SAC,22,84,4,1,3,0,0,1,4,2,5
Wilson Chandler,DEN,33,80,6,3,4,1,1,3,8,3,9
Tyrone Wallace,LAC,32,77,9,1,2,0,1,1,10,4,7
Montrezl Harrell,LAC,31,79,18,0,1,2,2,2,10,6,8
Ben Simmons,PHI,34,82,8,4,3,1,0,3,9,4,7
T.J. McConnell,PHI,26,74,15,2,4,3,0,1,8,5,2
Al Horford,BOS,35,82,14,3,3,1,2,4,11,5,3
Marcus Smart,BOS,34,76,13,1,4,0,0,3,11,6,5
Shane Larkin,BOS,23,71,8,1,1,2,0,0,6,3,3
Aaron Gordon,ORL,36,81,17,2,2,3,0,2,20,7,11
Jonathon Simmons,ORL,35,78,16,4,2,2,1,2,10,5,3
Elfrid Payton,ORL,30,76,19,8,3,2,1,1,17,9,4
LeBron James,CLE,35,80,16,6,6,1,0,1,16,7,5
Jae Crowder,CLE,23,78,10,0,1,1,0,3,5,4,5
Tyus Jones,MIN,16,72,13,0,1,1,0,2,8,5,1
Chris Paul,HOU,35,72,19,9,2,3,0,1,12,6,6
Luc Richard Mbah a Moute,HOU,32,80,14,2,0,1,0,2,9,5,5
James Harden,HOU,26,77,10,7,2,2,2,1,15,3,2
Clint Capela,HOU,26,82,20,0,0,1,1,3,9,7,5
Bojan Bogdanović,IND,26,80,8,0,0,0,0,1,10,3,4
Al Jefferson,IND,14,82,7,2,1,0,1,1,6,3,4
C.J. McCollum,POR,36,75,16,2,0,1,0,4,18,6,3
Jusuf Nurkic,POR,32,83,19,0,3,2,2,0,14,8,17
Shabazz Napier,POR,29,73,13,2,2,2,2,1,12,4,4
Zach Collins,POR,16,84,2,1,0,0,1,0,2,1,8
LaMarcus Aldridge,SA,37,83,17,2,0,1,2,1,25,6,14
Pau Gasol,SA,34,84,15,3,2,1,0,2,11,6,9
Kyle Anderson,SA,30,81,5,3,2,2,3,1,5,2,11
Danny Green,SA,24,78,4,2,1,0,2,0,8,2,6
DeMar DeRozan,TOR,36,79,21,6,1,1,0,3,19,9,7
Kyle Lowry,TOR,35,72,24,3,2,1,1,3,16,8,3
Josh Richardson,MIA,37,78,12,7,2,3,0,2,12,4,4
Wayne Ellington,MIA,33,76,10,1,3,2,1,5,11,4,3
Kelly Olynyk,MIA,25,84,12,3,1,0,1,1,6,4,5
Rondae Hollis-Jefferson,BKN,33,79,7,4,1,0,2,2,9,2,6
Quincy Acy,BKN,25,79,7,0,0,0,1,2,2,2,4
Joe Harris,BKN,23,78,12,1,1,0,0,2,5,4,1
Mike Scott,WAS,15,80,7,2,2,0,0,2,3,2,4
De'Aaron Fox,SAC,32,75,16,6,4,0,1,4,12,5,2
Tyreke Evans,MEM,28,78,14,5,4,1,0,0,15,4,6
Dillon Brooks,MEM,28,79,22,0,2,3,0,1,13,8,3
JaMychal Green,MEM,26,80,6,0,1,0,1,2,9,3,10
Alex Len,PHO,21,85,3,3,1,1,1,2,2,1,6
Jamal Murray,DEN,35,76,30,2,1,1,2,6,17,10,5
Wilson Chandler,DEN,33,80,2,3,1,0,1,1,3,1,1
Bojan Bogdanović,IND,32,80,11,1,2,2,0,2,12,5,6
Josh Hart,LAL,33,77,9,1,3,0,0,2,8,4,5
Michael Beasley,NY,24,82,10,2,1,0,1,3,13,5,5
Donovan Mitchell,UTA,37,75,17,7,5,1,1,5,21,7,4
Ricky Rubio,UTA,32,76,17,5,2,1,0,3,11,6,5
Rudy Gobert,UTA,30,85,23,1,3,0,3,5,10,7,14
Joe Ingles,UTA,29,80,9,4,0,0,0,0,5,3,7
Derrick Favors,UTA,27,82,7,1,2,0,0,1,8,3,7
Russell Westbrook,OKC,35,75,23,20,5,2,0,1,17,9,9
Patrick Patterson,OKC,19,81,6,2,1,2,0,2,5,2,1
LeBron James,CLE,38,80,18,7,2,0,1,2,17,8,3
Jae Crowder,CLE,26,78,17,4,2,1,0,2,12,7,4
Derrick Rose,CLE,21,75,12,3,1,0,0,1,9,5,2
Lauri Markkanen,CHI,30,84,19,1,0,0,0,0,16,8,4
Jerian Grant,CHI,26,77,8,6,1,1,0,1,6,3,6
Denzel Valentine,CHI,22,77,9,5,2,1,0,6,7,3,3
Wayne Ellington,MIA,37,76,26,3,1,1,0,0,15,10,0
Josh Richardson,MIA,36,78,17,5,3,1,2,3,20,7,3
Kelly Olynyk,MIA,24,84,16,3,1,0,0,1,17,6,10
Dwight Howard,CHA,35,83,14,1,0,1,3,2,8,6,15
Marvin Williams,CHA,28,81,0,2,0,1,0,2,5,0,2
Tyreke Evans,MEM,35,78,12,6,3,0,0,2,16,3,4
Dillon Brooks,MEM,30,79,10,3,2,1,0,6,8,4,5
Wayne Selden,MEM,27,78,31,2,2,0,0,3,16,11,2
JaMychal Green,MEM,24,80,8,0,0,1,0,2,7,3,16
Anthony Davis,NO,38,82,21,2,2,0,2,3,13,7,12
Darius Miller,NO,31,80,12,0,1,1,1,2,9,4,6
Rajon Rondo,NO,28,73,7,5,2,1,0,0,6,3,4
Dante Cunningham,NO,19,80,4,1,0,1,0,1,3,2,1
Sterling Brown,MIL,39,78,14,0,2,1,0,1,9,5,2
Tony Snell,MIL,38,79,15,1,1,2,0,1,12,6,4
Matthew Dellavedova,MIL,17,76,5,3,2,1,0,5,4,1,4
T.J. McConnell,PHI,32,74,11,7,2,2,0,4,10,5,3
Ben Simmons,PHI,31,82,16,9,4,1,0,4,13,8,8
Timothé Luwawu-Cabarrot,PHI,30,79,16,2,0,0,0,3,9,5,3
Klay Thompson,GS,37,79,8,1,1,2,0,3,11,3,1
Nick Young,GS,18,79,16,0,0,1,0,3,10,6,1
James Harden,HOU,35,77,22,8,6,2,2,1,16,8,2
Chris Paul,HOU,35,72,33,7,4,3,0,1,20,10,11
Luc Richard Mbah a Moute,HOU,33,80,14,1,3,1,0,2,6,4,4
Clint Capela,HOU,30,82,18,0,0,4,1,1,12,7,5
DeMar DeRozan,TOR,34,79,20,5,5,3,1,3,16,7,3
Kyle Lowry,TOR,34,72,40,5,0,0,0,5,25,14,5
Jakob Pöltl,TOR,22,85,6,1,1,0,0,4,3,3,3
Marcus Georges-Hunt,MIN,29,77,12,2,0,0,0,2,10,3,3
Nemanja Bjelica,MIN,26,82,8,0,1,2,0,2,9,3,6
Gorgui Dieng,MIN,20,83,9,0,1,2,0,0,6,4,3
Tyrone Wallace,LAC,39,77,12,1,2,0,1,4,7,3,4
Montrezl Harrell,LAC,18,79,7,0,0,2,0,2,4,2,3
Donovan Mitchell,UTA,36,75,23,7,4,2,0,3,16,9,5
Joe Ingles,UTA,33,80,21,2,3,4,0,2,15,8,4
Derrick Favors,UTA,32,82,14,3,3,1,0,4,10,5,12
Ricky Rubio,UTA,31,76,12,6,2,1,0,4,11,3,6
Rudy Gobert,UTA,28,85,16,0,0,0,3,5,9,6,7
Alec Burks,UTA,18,78,15,0,1,0,0,3,7,4,6
Wesley Matthews,DAL,38,77,23,2,2,1,0,2,15,7,5
Dennis Smith,DAL,32,75,21,6,3,3,0,5,15,8,6
Salah Mejri,DAL,22,85,6,1,0,1,2,3,4,2,6
C.J. McCollum,POR,38,75,26,2,0,1,0,3,23,11,4
Jusuf Nurkic,POR,24,83,10,1,4,0,1,4,6,4,6
Pat Connaughton,POR,21,77,6,2,1,0,0,3,7,2,2
Aaron Gordon,ORL,38,81,11,4,2,0,0,1,17,5,13
Elfrid Payton,ORL,35,76,22,2,1,1,0,1,16,9,6
Jonathon Simmons,ORL,26,78,9,4,3,1,2,5,7,4,2
Al Horford,BOS,33,82,9,6,0,1,1,1,11,4,5
Marcus Smart,BOS,20,76,2,3,4,1,0,3,3,1,0
Josh Hart,LAL,17,77,0,0,0,0,1,3,1,0,0
Rondae Hollis-Jefferson,BKN,31,79,21,7,1,0,1,2,15,8,8
Joe Harris,BKN,23,78,12,1,1,0,0,2,7,4,3
Quincy Acy,BKN,22,79,3,1,0,0,0,2,5,1,4
Bojan Bogdanović,IND,26,80,10,1,1,3,0,1,9,3,3
LaMarcus Aldridge,SA,37,83,10,1,4,0,1,1,14,5,10
Kyle Anderson,SA,34,81,10,3,3,5,3,1,6,4,8
Pau Gasol,SA,31,84,14,4,2,0,3,2,8,6,9
Danny Green,SA,23,78,5,3,1,0,0,1,9,2,1
Bryn Forbes,SA,22,75,12,1,2,0,0,0,8,4,3
De'Aaron Fox,SAC,31,75,16,7,1,1,0,3,13,6,3
Dwight Howard,CHA,33,83,14,1,4,1,6,4,8,4,16
Marvin Williams,CHA,30,81,14,1,1,0,1,2,8,5,2
Donovan Mitchell,UTA,32,75,13,0,6,0,0,1,13,5,6
Joe Ingles,UTA,28,80,8,3,2,1,0,1,5,3,2
Rudy Gobert,UTA,28,85,6,1,3,3,3,3,6,2,10
Derrick Favors,UTA,27,82,11,1,0,1,1,1,8,4,4
Ricky Rubio,UTA,26,76,2,6,4,1,0,2,8,1,4
Alec Burks,UTA,23,78,17,2,1,1,0,1,10,5,1
Royce O'Neale,UTA,20,78,10,3,0,0,0,2,9,4,5
Wayne Ellington,MIA,39,76,13,2,0,0,0,0,13,4,5
Josh Richardson,MIA,37,78,12,1,2,1,1,3,12,5,3
Kelly Olynyk,MIA,20,84,10,1,3,1,0,0,9,4,2
Chris Paul,HOU,36,72,16,6,3,3,0,1,13,6,6
James Harden,HOU,35,77,28,5,6,2,2,2,26,10,2
Clint Capela,HOU,26,82,14,2,0,1,0,2,10,6,8
Ben Simmons,PHI,35,82,6,7,4,1,0,5,8,3,3
Timothé Luwawu-Cabarrot,PHI,30,79,20,2,3,0,1,4,9,6,0
T.J. McConnell,PHI,28,74,7,3,4,0,0,4,7,2,6
Tyreke Evans,MEM,35,78,18,8,2,1,0,2,16,6,4
Dillon Brooks,MEM,29,79,7,0,2,2,0,4,7,2,4
Mario Chalmers,MEM,21,73,17,0,0,3,0,3,9,5,3
Greg Monroe,PHO,30,83,19,4,5,2,0,3,11,9,7
Alex Len,PHO,18,85,9,1,2,0,0,2,4,3,5
Sterling Brown,MIL,27,78,4,1,1,1,0,2,5,2,4
Matthew Dellavedova,MIL,25,76,0,6,1,0,0,4,3,0,3
Tony Snell,MIL,21,79,2,0,0,1,0,2,3,1,0
Jerian Grant,CHI,47,77,22,13,6,2,1,4,7,6,5
Lauri Markkanen,CHI,40,84,14,2,2,1,2,4,12,5,17
Denzel Valentine,CHI,38,77,8,5,3,2,1,5,7,3,2
Anthony Davis,NO,43,82,34,5,2,2,1,6,23,14,9
Darius Miller,NO,41,80,10,2,1,1,0,3,10,3,8
Dante Cunningham,NO,22,80,1,1,1,0,1,2,3,0,2
Dennis Smith,DAL,31,75,17,6,3,2,0,3,16,7,3
Wesley Matthews,DAL,30,77,14,1,3,2,0,3,12,5,3
C.J. McCollum,POR,35,75,12,4,2,2,0,3,14,3,2
Jusuf Nurkic,POR,27,83,19,1,2,2,3,2,13,7,12
Shabazz Napier,POR,22,73,7,1,1,2,0,1,7,3,0
Jamal Murray,DEN,34,76,38,6,1,0,0,5,19,14,5
Wilson Chandler,DEN,31,80,6,1,2,2,3,1,5,2,5
Nemanja Bjelica,MIN,35,82,18,4,3,1,0,5,13,6,9
Marcus Georges-Hunt,MIN,21,77,4,1,1,0,0,6,5,2,2
Gorgui Dieng,MIN,15,83,0,0,1,0,2,1,2,0,2
Tyrone Wallace,LAC,32,77,7,5,1,0,0,5,5,3,4
Montrezl Harrell,LAC,31,79,23,0,1,1,0,5,13,8,6
Aaron Gordon,ORL,35,81,16,2,7,1,0,3,17,6,12
Jonathon Simmons,ORL,35,78,14,2,1,0,0,2,9,5,4
Elfrid Payton,ORL,34,76,21,7,3,3,0,2,14,9,7
Rondae Hollis-Jefferson,BKN,27,79,11,3,1,0,0,1,9,4,6
Joe Harris,BKN,23,78,19,1,1,0,1,2,10,7,0
Jarrett Allen,BKN,23,83,12,1,0,0,1,3,6,4,11
Russell Westbrook,OKC,36,75,32,6,1,2,0,2,27,12,5
Patrick Patterson,OKC,17,81,6,0,1,2,0,2,3,2,1
LeBron James,CLE,38,80,28,7,5,0,1,0,23,10,9
Jae Crowder,CLE,32,78,13,0,0,0,0,2,6,4,4
LaMarcus Aldridge,SA,41,83,30,3,2,2,1,0,18,12,8
Kyle Anderson,SA,34,81,10,5,0,1,1,3,10,5,12
Danny Green,SA,30,78,7,2,1,0,2,3,11,3,5
Bryn Forbes,SA,23,75,8,0,0,0,0,2,8,3,1
Michael Beasley,NY,35,82,21,4,0,0,0,4,15,8,4
Lance Thomas,NY,20,80,8,0,0,0,0,1,7,3,5
Klay Thompson,GS,34,79,9,4,0,0,0,2,10,4,2
Nick Young,GS,17,79,5,0,0,0,0,1,5,2,0
Marcus Smart,BOS,33,76,22,8,1,1,0,5,13,7,2
Al Horford,BOS,32,82,13,6,1,0,2,4,11,5,12
Josh Hart,LAL,23,77,4,1,0,0,0,1,4,2,2
Anthony Davis,NO,37,82,19,4,1,3,2,3,16,7,6
Darius Miller,NO,31,80,8,2,0,0,0,2,7,3,3
Dante Cunningham,NO,21,80,9,0,0,1,0,1,7,4,7
Dwight Howard,CHA,37,83,22,0,2,1,3,3,16,9,16
Marvin Williams,CHA,36,81,14,0,2,1,1,6,14,6,14
Donovan Mitchell,UTA,43,75,15,5,4,2,1,2,21,6,4
Rudy Gobert,UTA,38,85,15,1,0,0,4,3,13,6,8
Ricky Rubio,UTA,37,76,11,5,3,1,0,2,8,4,10
Joe Ingles,UTA,36,80,13,7,1,2,0,1,10,5,1
Derrick Favors,UTA,24,82,8,0,2,4,3,3,11,4,10
Jonas Jerebko,UTA,17,81,5,0,2,1,0,2,9,2,2
Langston Galloway,DET,20,74,5,4,0,0,0,0,7,2,2
Greg Monroe,PHO,29,83,16,1,3,1,1,3,11,7,17
Joseph Young,IND,34,74,6,2,3,2,0,1,7,3,2
Bojan Bogdanović,IND,32,80,17,3,2,1,1,4,9,6,7
Jerian Grant,CHI,25,77,7,3,2,1,0,3,6,2,1
Bobby Portis,CHI,25,83,22,2,0,3,0,1,12,8,11
Denzel Valentine,CHI,24,77,7,3,1,1,0,4,9,2,3
Lauri Markkanen,CHI,23,84,12,2,0,0,0,1,13,5,3
Ben Simmons,PHI,39,82,19,14,6,0,2,4,15,6,17
Timothé Luwawu-Cabarrot,PHI,34,79,12,2,1,1,0,2,8,4,3
Kyle Lowry,TOR,28,72,9,4,4,1,1,1,10,3,5
DeMar DeRozan,TOR,27,79,14,4,3,1,0,1,12,4,3
James Harden,HOU,33,77,25,13,1,1,1,1,16,9,5
Clint Capela,HOU,33,82,16,0,2,2,2,2,8,7,13
Chris Paul,HOU,30,72,12,4,2,2,0,3,12,3,7
Luc Richard Mbah a Moute,HOU,22,80,3,0,1,1,0,1,7,1,1
Wesley Matthews,DAL,38,77,29,5,2,2,1,2,18,10,4
Dennis Smith,DAL,30,75,11,6,4,0,0,2,11,3,2
Pau Gasol,SA,33,84,14,9,2,0,0,3,9,4,15
Danny Green,SA,29,78,14,3,0,0,2,0,7,4,8
Kyle Anderson,SA,28,81,5,1,1,4,2,3,7,2,3
Bryn Forbes,SA,25,75,14,0,1,2,0,3,10,3,1
Dillon Brooks,MEM,30,79,10,2,1,0,0,3,10,5,7
Wayne Selden,MEM,27,78,4,2,2,0,0,4,9,1,0
Mario Chalmers,MEM,23,73,8,4,3,1,0,4,8,4,4
Nemanja Bjelica,MIN,36,82,9,0,0,2,0,4,11,4,7
Tyus Jones,MIN,21,72,6,5,0,1,0,2,7,2,1
C.J. McCollum,POR,35,75,28,5,0,0,0,0,20,12,3
Pat Connaughton,POR,23,77,12,2,1,0,1,3,9,5,3
Shabazz Napier,POR,23,73,3,3,3,0,0,1,7,1,1
Daniel Theis,BOS,23,81,8,2,0,1,2,5,4,2,8
Tyrone Wallace,LAC,34,77,13,1,1,1,0,2,11,6,2
Montrezl Harrell,LAC,18,79,10,1,3,0,0,5,7,4,7
De'Aaron Fox,SAC,30,75,14,4,2,1,0,4,15,6,3
Kosta Koufos,SAC,19,84,6,1,0,0,0,2,4,3,6
Josh Richardson,MIA,36,78,6,5,1,3,0,0,13,2,7
Wayne Ellington,MIA,34,76,20,0,2,1,0,0,16,7,4
Russell Westbrook,OKC,37,75,46,6,6,2,0,3,29,19,6
Patrick Patterson,OKC,13,81,2,1,0,1,2,0,1,1,5
Michael Beasley,NY,29,82,21,0,1,2,0,1,8,6,4
Lance Thomas,NY,20,80,9,1,1,1,0,3,6,3,1
Jamal Murray,DEN,35,76,18,5,5,0,0,4,13,6,5
Wilson Chandler,DEN,29,80,16,0,1,0,0,2,9,6,1
Nemanja Bjelica,MIN,37,82,11,3,0,2,0,2,8,4,6
Gorgui Dieng,MIN,12,83,9,0,0,1,0,1,7,3,4
Klay Thompson,GS,36,79,25,3,3,1,1,1,13,9,5
Shaun Livingston,GS,16,79,6,3,0,0,0,2,6,3,3
Dwight Howard,CHA,34,83,18,3,4,1,7,5,7,4,15
Marvin Williams,CHA,25,81,11,3,0,1,0,2,6,4,7
Bojan Bogdanović,IND,27,80,10,4,0,1,0,3,13,4,2
LeBron James,CLE,40,80,26,11,11,4,1,0,17,11,10
Jae Crowder,CLE,16,78,3,1,0,1,0,1,3,0,3
Derrick Rose,CLE,15,75,14,2,1,1,0,0,8,6,2
Donovan Mitchell,UTA,37,75,26,2,1,0,0,0,20,9,2
Joe Ingles,UTA,32,80,11,2,3,1,0,5,7,4,4
Rudy Gobert,UTA,31,85,18,3,3,1,2,1,13,7,15
Ricky Rubio,UTA,31,76,14,6,3,2,0,2,11,5,6
Derrick Favors,UTA,27,82,10,1,1,2,1,3,9,5,9
Jonas Jerebko,UTA,18,81,5,2,0,0,1,2,8,2,2
DeMar DeRozan,TOR,37,79,19,8,2,2,0,1,22,7,6
Kyle Lowry,TOR,35,72,5,7,5,1,1,3,14,2,1
Jakob Pöltl,TOR,21,85,4,0,0,0,5,0,6,1,6
Fred VanVleet,TOR,18,72,3,2,0,0,0,2,6,1,2
Josh Hart,LAL,23,77,5,1,0,0,0,0,2,1,3
Lauri Markkanen,CHI,31,84,11,0,2,0,3,2,10,3,11
Jerian Grant,CHI,30,77,9,8,0,2,0,3,6,2,1
Denzel Valentine,CHI,30,77,16,4,2,0,1,5,11,6,11
Bobby Portis,CHI,22,83,16,1,1,0,0,1,13,6,9
Tyrone Wallace,LAC,33,77,4,3,1,0,0,4,10,2,4
Montrezl Harrell,LAC,18,79,10,0,0,1,1,3,6,5,5
Dillon Brooks,MEM,35,79,15,2,2,0,0,2,10,6,3
Mario Chalmers,MEM,33,73,17,10,3,1,2,4,10,6,4
Wayne Selden,MEM,30,78,4,3,2,0,0,2,6,2,3
Joe Harris,BKN,25,78,11,3,0,0,0,2,10,4,3
Quincy Acy,BKN,22,79,0,0,0,0,0,5,5,0,4
Giannis Antetokounmpo,MIL,33,82,41,7,1,2,2,2,20,14,13
Tony Snell,MIL,32,79,7,1,0,0,0,1,7,3,1
Sterling Brown,MIL,27,78,4,1,0,0,1,3,7,1,9
Matthew Dellavedova,MIL,20,76,3,5,1,2,0,0,2,1,2
James Harden,HOU,34,77,23,11,4,2,1,4,16,5,5
Chris Paul,HOU,34,72,38,8,0,1,0,6,19,11,3
Clint Capela,HOU,30,82,8,0,4,0,1,5,6,4,10
Luc Richard Mbah a Moute,HOU,24,80,5,0,1,0,0,0,5,2,3
Anthony Davis,NO,37,82,27,5,1,0,5,2,22,10,11
Darius Miller,NO,29,80,20,1,3,1,0,3,11,6,3
DeAndre Liggins,NO,19,78,8,2,0,1,0,4,3,3,1
Rajon Rondo,NO,17,73,0,6,1,1,0,1,1,0,1
C.J. McCollum,POR,33,75,20,5,1,0,0,2,14,9,4
Pat Connaughton,POR,30,77,5,2,0,0,0,4,8,2,4
Shabazz Napier,POR,27,73,5,3,0,0,0,1,6,0,4
Dennis Smith,DAL,33,75,18,7,1,2,0,0,14,7,4
Wesley Matthews,DAL,32,77,12,2,0,1,0,2,14,5,1
Ben Simmons,PHI,34,82,21,7,3,2,1,1,11,10,5
Timothé Luwawu-Cabarrot,PHI,29,79,10,1,0,1,0,4,10,4,1
T.J. McConnell,PHI,24,74,5,4,0,1,0,0,7,2,3
LaMarcus Aldridge,SA,33,83,18,0,1,0,1,2,12,7,3
Kyle Anderson,SA,26,81,4,1,2,1,0,2,5,2,4
Danny Green,SA,24,78,5,3,0,1,1,3,7,1,3
Bryn Forbes,SA,24,75,8,3,0,0,0,1,8,3,4
Michael Beasley,NY,18,82,7,1,2,2,0,1,7,3,6
Greg Monroe,PHO,26,83,7,1,3,0,0,1,6,3,10
Marquese Chriss,PHO,20,82,3,1,0,1,1,3,12,1,4
Russell Westbrook,OKC,36,75,31,13,6,2,0,3,22,13,11
Patrick Patterson,OKC,17,81,5,1,0,1,0,2,5,2,3
Aaron Gordon,ORL,40,81,22,4,1,1,1,2,20,9,11
Elfrid Payton,ORL,29,76,12,5,4,1,0,5,8,4,3
Jonathon Simmons,ORL,22,78,6,0,1,1,2,5,7,3,3
Bojan Bogdanović,IND,23,80,9,0,0,0,0,1,5,2,1
Tim Frazier,WAS,27,73,4,14,2,1,3,3,5,2,4
Mike Scott,WAS,23,80,19,3,0,0,0,2,13,8,1
Dwight Howard,CHA,38,83,20,1,0,1,4,1,16,7,16
Marvin Williams,CHA,25,81,6,1,0,1,0,3,5,2,4
Wayne Ellington,MIA,35,76,17,1,1,0,0,1,14,6,2
Josh Richardson,MIA,34,78,19,5,0,1,1,2,13,6,2
Al Horford,BOS,34,82,15,3,3,1,2,2,15,6,13
Klay Thompson,GS,36,79,7,3,1,1,2,1,12,3,4
Wesley Matthews,DAL,33,77,7,1,0,1,1,4,10,3,6
Dennis Smith,DAL,31,75,13,6,2,0,0,1,18,5,6
Salah Mejri,DAL,20,85,3,0,1,1,2,1,2,1,6
Jamal Murray,DEN,31,76,15,5,6,0,0,4,15,6,5
Torrey Craig,DEN,26,78,9,0,0,0,0,3,5,3,4
Joe Harris,BKN,31,78,9,2,0,1,0,3,10,4,5
Quincy Acy,BKN,24,79,3,2,4,2,1,0,6,1,7
Tyus Jones,MIN,24,72,13,5,0,1,1,1,8,6,2
Giannis Antetokounmpo,MIL,35,82,27,8,3,1,1,2,19,11,9
Tony Snell,MIL,28,79,6,0,1,1,0,1,3,2,1
Sterling Brown,MIL,28,78,12,1,0,2,0,1,8,5,6
Lauri Markkanen,CHI,33,84,17,2,3,0,0,2,10,6,10
Jerian Grant,CHI,32,77,15,5,3,0,0,1,10,6,4
Denzel Valentine,CHI,30,77,18,4,0,0,0,3,12,8,5
Marquese Chriss,PHO,16,82,2,0,1,2,1,4,3,1,5
James Harden,HOU,38,77,27,8,6,2,1,1,21,8,10
Luc Richard Mbah a Moute,HOU,32,80,13,1,3,2,1,2,7,4,2
Chris Paul,HOU,27,72,17,5,0,0,0,2,8,4,2
Clint Capela,HOU,24,82,10,0,2,1,0,4,5,3,11
Tyrone Wallace,LAC,32,77,19,6,3,1,0,3,12,6,6
Anthony Davis,NO,41,82,25,6,4,2,1,3,17,8,17
Dante Cunningham,NO,28,80,8,0,2,1,0,1,7,3,7
Darius Miller,NO,27,80,3,3,1,0,1,5,6,1,2
Rajon Rondo,NO,23,73,6,3,2,0,0,2,11,2,5
Ian Clark,NO,20,75,9,2,1,2,1,3,8,4,1
LeBron James,CLE,38,80,25,14,3,1,0,0,15,8,8
Jae Crowder,CLE,26,78,12,0,0,0,1,2,6,4,3
Channing Frye,CLE,21,83,7,2,1,1,0,1,7,3,7
Ben Simmons,PHI,39,82,22,7,1,1,1,1,14,10,4
Timothé Luwawu-Cabarrot,PHI,33,79,6,5,2,0,1,4,10,2,3
Russell Westbrook,OKC,41,75,37,14,1,2,0,3,33,14,9
DeMar DeRozan,TOR,30,79,19,7,3,0,0,3,18,7,1
Kyle Lowry,TOR,27,72,14,3,2,1,0,2,12,5,11
Jakob Pöltl,TOR,24,85,6,1,4,0,0,1,6,3,6
De'Aaron Fox,SAC,33,75,26,3,0,0,1,2,15,8,0
Kosta Koufos,SAC,31,84,6,1,1,0,0,4,6,3,12
LaMarcus Aldridge,SA,31,83,15,4,0,0,2,1,17,6,7
Bryn Forbes,SA,28,75,23,2,0,0,0,2,15,9,3
Pau Gasol,SA,25,84,14,3,1,0,0,1,8,5,11
Kyle Anderson,SA,21,81,2,4,0,0,0,1,1,1,3
Dwight Howard,CHA,37,83,22,2,3,0,1,3,15,9,11
Marvin Williams,CHA,25,81,2,3,2,0,0,1,6,1,2
Bojan Bogdanović,IND,24,80,0,1,1,0,0,1,3,0,2
Gorgui Dieng,MIN,16,83,11,0,1,0,0,1,7,5,3
Alex Len,PHO,25,85,12,0,2,1,0,4,4,3,8
Greg Monroe,PHO,23,83,14,3,3,1,0,2,8,6,6
Wayne Selden,MEM,31,78,17,6,2,0,0,4,12,7,2
Dillon Brooks,MEM,26,79,12,2,4,0,0,2,8,5,3
Tyreke Evans,MEM,26,78,27,4,1,1,0,2,17,11,1
Ivan Rabb,MEM,20,82,10,3,3,0,0,1,4,2,7
Ben Simmons,PHI,29,82,16,5,2,1,0,3,10,7,6
Timothé Luwawu-Cabarrot,PHI,23,79,6,3,1,0,0,2,8,2,1
T.J. McConnell,PHI,20,74,2,3,5,1,0,2,5,1,3
Giannis Antetokounmpo,MIL,36,82,31,6,4,0,1,4,22,10,18
Tony Snell,MIL,31,79,11,1,0,0,1,1,7,4,2
Matthew Dellavedova,MIL,26,76,10,3,0,2,0,1,6,3,1
Sterling Brown,MIL,20,78,10,0,0,1,0,1,7,4,2
Josh Richardson,MIA,38,78,14,3,3,2,4,2,8,4,3
Wayne Ellington,MIA,27,76,9,0,1,1,0,1,9,3,3
Dennis Smith,DAL,35,75,14,10,5,1,0,4,17,4,2
Wesley Matthews,DAL,34,77,19,3,1,2,0,3,12,7,7
Al Horford,BOS,32,82,10,6,1,0,2,0,12,4,4
Daniel Theis,BOS,21,81,11,4,0,1,1,5,9,4,3
Jamal Murray,DEN,39,76,14,8,2,1,0,3,11,5,4
Torrey Craig,DEN,14,78,0,0,1,0,0,1,1,0,4
Russell Westbrook,OKC,36,75,13,10,7,4,0,3,18,5,6
Mike Scott,WAS,18,80,9,0,0,1,0,2,10,3,3
Joe Harris,BKN,23,78,9,0,2,0,0,0,3,2,1
